Site,Profile ID,Date,Chainage,Elevation,Flag
NARRA,PF6,1976-04-27,0,6.29,EMERY
NARRA,PF6,1976-04-27,10,1.68,EMERY
NARRA,PF6,1976-04-27,20,0.1,EMERY
NARRA,PF6,1976-04-27,30,-0.95,EMERY
NARRA,PF4,1976-04-27,0,9.52,EMERY
NARRA,PF4,1976-04-27,10,7.12,EMERY
NARRA,PF4,1976-04-27,20,5.88,EMERY
NARRA,PF4,1976-04-27,30,3.88,EMERY
NARRA,PF4,1976-04-27,40,1.56,EMERY
NARRA,PF4,1976-04-27,50,-0.26,EMERY
NARRA,PF4,1976-04-27,60,-1.16,EMERY
NARRA,PF4,1976-04-27,70,-1.81,EMERY
NARRA,PF2,1976-04-27,0,9.25,EMERY
NARRA,PF2,1976-04-27,10,7.92,EMERY
NARRA,PF2,1976-04-27,20,6.75,EMERY
NARRA,PF2,1976-04-27,30,3.72,EMERY
NARRA,PF2,1976-04-27,40,2.54,EMERY
NARRA,PF2,1976-04-27,50,2.15,EMERY
NARRA,PF2,1976-04-27,60,0.66,EMERY
NARRA,PF2,1976-04-27,70,0.18,EMERY
NARRA,PF2,1976-04-27,80,-0.09,EMERY
NARRA,PF2,1976-04-27,90,-0.34,EMERY
NARRA,PF2,1976-04-27,100,-0.65,EMERY
NARRA,PF8,1976-04-27,0,3.42,EMERY
NARRA,PF8,1976-04-27,10,2.65,EMERY
NARRA,PF8,1976-04-27,20,2.24,EMERY
NARRA,PF8,1976-04-27,30,1.9,EMERY
NARRA,PF8,1976-04-27,40,1.42,EMERY
NARRA,PF8,1976-04-27,50,1.18,EMERY
NARRA,PF8,1976-04-27,60,0.88,EMERY
NARRA,PF8,1976-04-27,70,0.36,EMERY
NARRA,PF8,1976-04-27,80,-0.19,EMERY
NARRA,PF8,1976-04-27,90,-0.51,EMERY
NARRA,PF1,1976-04-27,0,9.09,EMERY
NARRA,PF1,1976-04-27,10,8.79,EMERY
NARRA,PF1,1976-04-27,20,8.06,EMERY
NARRA,PF1,1976-04-27,30,6.65,EMERY
NARRA,PF1,1976-04-27,40,4.86,EMERY
NARRA,PF1,1976-04-27,50,3.53,EMERY
NARRA,PF1,1976-04-27,60,2.38,EMERY
NARRA,PF1,1976-04-27,70,1.58,EMERY
NARRA,PF1,1976-04-27,80,0.54,EMERY
NARRA,PF1,1976-04-27,90,-0.92,EMERY
NARRA,PF1,1976-04-27,100,-0.98,EMERY
NARRA,PF1,1976-04-27,110,-0.93,EMERY
NARRA,PF1,1976-04-27,120,-1.31,EMERY
NARRA,PF1,1976-04-27,130,-1.51,EMERY
NARRA,PF1,1976-05-10,0,9.09,DUNEFILL
NARRA,PF1,1976-05-10,10,8.79,DUNEFILL
NARRA,PF1,1976-05-10,20,8.06,DUNEFILL
NARRA,PF1,1976-05-10,30,6.65,DUNEFILL
NARRA,PF1,1976-05-10,40,4.86,DUNEFILL
NARRA,PF1,1976-05-10,50,3.53,DUNEFILL
NARRA,PF1,1976-05-10,60,1.7,EMERY
NARRA,PF1,1976-05-10,70,-0.26,EMERY
NARRA,PF6,1976-05-10,0,6.29,DUNEFILL
NARRA,PF6,1976-05-10,10,1.26,EMERY
NARRA,PF6,1976-05-10,20,0.14,EMERY
NARRA,PF6,1976-05-10,30,-0.73,EMERY
NARRA,PF6,1976-05-10,40,-0.85,EMERY
NARRA,PF6,1976-05-10,50,-1.03,EMERY
NARRA,PF6,1976-05-10,60,-1.28,EMERY
NARRA,PF6,1976-05-10,70,-1.55,EMERY
NARRA,PF4,1976-05-10,0,9.52,DUNEFILL
NARRA,PF4,1976-05-10,10,7.12,DUNEFILL
NARRA,PF4,1976-05-10,20,5.88,DUNEFILL
NARRA,PF4,1976-05-10,30,3.88,DUNEFILL
NARRA,PF4,1976-05-10,40,1.56,EMERY
NARRA,PF4,1976-05-10,50,1.49,EMERY
NARRA,PF4,1976-05-10,60,0.81,EMERY
NARRA,PF4,1976-05-10,70,0.12,EMERY
NARRA,PF4,1976-05-10,80,-0.51,EMERY
NARRA,PF4,1976-05-10,90,-1,EMERY
NARRA,PF4,1976-05-10,100,-1.23,EMERY
NARRA,PF4,1976-05-10,110,-1.25,EMERY
NARRA,PF2,1976-05-10,0,9.25,DUNEFILL
NARRA,PF2,1976-05-10,10,7.92,DUNEFILL
NARRA,PF2,1976-05-10,20,6.75,EMERY
NARRA,PF2,1976-05-10,30,3.72,EMERY
NARRA,PF2,1976-05-10,40,2.47,EMERY
NARRA,PF2,1976-05-10,50,2.17,EMERY
NARRA,PF2,1976-05-10,60,0.79,EMERY
NARRA,PF2,1976-05-10,70,-0.45,EMERY
NARRA,PF8,1976-05-10,0,3.42,DUNEFILL
NARRA,PF8,1976-05-10,10,2.65,EMERY
NARRA,PF8,1976-05-10,20,2.24,EMERY
NARRA,PF8,1976-05-10,30,1.97,EMERY
NARRA,PF8,1976-05-10,40,1.99,EMERY
NARRA,PF8,1976-05-10,50,2.12,EMERY
NARRA,PF8,1976-05-10,60,1.16,EMERY
NARRA,PF8,1976-05-10,70,0.36,EMERY
NARRA,PF8,1976-05-10,80,-0.14,EMERY
NARRA,PF8,1976-05-10,90,-0.51,EMERY
NARRA,PF8,1976-05-10,100,-0.77,EMERY
NARRA,PF8,1976-05-10,110,-0.97,EMERY
NARRA,PF8,1976-05-10,120,-1.15,EMERY
NARRA,PF8,1976-05-10,130,-1.57,EMERY
NARRA,PF1,1976-05-18,0,9.09,DUNEFILL
NARRA,PF1,1976-05-18,10,8.79,DUNEFILL
NARRA,PF1,1976-05-18,20,8.06,DUNEFILL
NARRA,PF1,1976-05-18,30,6.65,DUNEFILL
NARRA,PF1,1976-05-18,40,4.86,DUNEFILL
NARRA,PF1,1976-05-18,50,3.53,DUNEFILL
NARRA,PF1,1976-05-18,60,2.14,EMERY
NARRA,PF1,1976-05-18,70,1.1,EMERY
NARRA,PF1,1976-05-18,80,-0.29,EMERY
NARRA,PF1,1976-05-18,90,-0.59,EMERY
NARRA,PF1,1976-05-18,100,-0.51,EMERY
NARRA,PF1,1976-05-18,110,-0.45,EMERY
NARRA,PF1,1976-05-18,120,-0.64,EMERY
NARRA,PF1,1976-05-18,130,-0.92,EMERY
NARRA,PF1,1976-05-18,140,-1.36,EMERY
NARRA,PF6,1976-05-18,0,6.29,DUNEFILL
NARRA,PF6,1976-05-18,10,1.87,EMERY
NARRA,PF6,1976-05-18,20,1.17,EMERY
NARRA,PF6,1976-05-18,30,-0.07,EMERY
NARRA,PF6,1976-05-18,40,-0.68,EMERY
NARRA,PF6,1976-05-18,50,-0.79,EMERY
NARRA,PF4,1976-05-18,0,9.52,DUNEFILL
NARRA,PF4,1976-05-18,10,7.12,DUNEFILL
NARRA,PF4,1976-05-18,20,5.88,DUNEFILL
NARRA,PF4,1976-05-18,30,3.92,EMERY
NARRA,PF4,1976-05-18,40,2.21,EMERY
NARRA,PF4,1976-05-18,50,3.07,EMERY
NARRA,PF4,1976-05-18,60,3.02,EMERY
NARRA,PF4,1976-05-18,70,0.32,EMERY
NARRA,PF4,1976-05-18,80,-0.81,EMERY
NARRA,PF4,1976-05-18,90,-0.83,EMERY
NARRA,PF4,1976-05-18,100,-1,EMERY
NARRA,PF4,1976-05-18,110,-1.3,EMERY
NARRA,PF4,1976-05-18,120,-1.33,EMERY
NARRA,PF4,1976-05-18,130,-1.43,EMERY
NARRA,PF2,1976-05-18,0,9.25,DUNEFILL
NARRA,PF2,1976-05-18,10,7.92,DUNEFILL
NARRA,PF2,1976-05-18,20,6.8,EMERY
NARRA,PF2,1976-05-18,30,3.7,EMERY
NARRA,PF2,1976-05-18,40,2.46,EMERY
NARRA,PF2,1976-05-18,50,2.1,EMERY
NARRA,PF2,1976-05-18,60,1.76,EMERY
NARRA,PF2,1976-05-18,70,0.25,EMERY
NARRA,PF2,1976-05-18,80,-0.45,EMERY
NARRA,PF2,1976-05-18,90,-0.42,EMERY
NARRA,PF2,1976-05-18,100,-0.54,EMERY
NARRA,PF2,1976-05-18,110,-0.62,EMERY
NARRA,PF2,1976-05-18,120,-0.86,EMERY
NARRA,PF2,1976-05-18,130,-1.2,EMERY
NARRA,PF8,1976-05-18,0,3.42,DUNEFILL
NARRA,PF8,1976-05-18,10,2.42,EMERY
NARRA,PF8,1976-05-18,20,2.05,EMERY
NARRA,PF8,1976-05-18,30,2.23,EMERY
NARRA,PF8,1976-05-18,40,2.32,EMERY
NARRA,PF8,1976-05-18,50,1.87,EMERY
NARRA,PF8,1976-05-18,60,1.03,EMERY
NARRA,PF8,1976-05-18,70,0.26,EMERY
NARRA,PF8,1976-05-18,80,-0.22,EMERY
NARRA,PF8,1976-05-18,90,-0.49,EMERY
NARRA,PF8,1976-05-18,100,-0.7,EMERY
NARRA,PF8,1976-05-18,110,-0.91,EMERY
NARRA,PF8,1976-05-20,0,3.42,DUNEFILL
NARRA,PF8,1976-05-20,10,2.36,EMERY
NARRA,PF8,1976-05-20,20,1.94,EMERY
NARRA,PF8,1976-05-20,30,1.96,EMERY
NARRA,PF8,1976-05-20,40,2.17,EMERY
NARRA,PF8,1976-05-20,50,1.7,EMERY
NARRA,PF8,1976-05-20,60,0.92,EMERY
NARRA,PF8,1976-05-20,70,0.04,EMERY
NARRA,PF8,1976-05-20,80,-0.57,EMERY
NARRA,PF8,1976-05-20,90,-0.82,EMERY
NARRA,PF8,1976-05-20,100,-1.19,EMERY
NARRA,PF8,1976-05-20,110,-1.38,EMERY
NARRA,PF6,1976-05-20,0,6.29,DUNEFILL
NARRA,PF6,1976-05-20,10,2.96,EMERY
NARRA,PF6,1976-05-20,20,0.67,EMERY
NARRA,PF6,1976-05-20,30,0.56,EMERY
NARRA,PF6,1976-05-20,40,0.15,EMERY
NARRA,PF6,1976-05-20,50,-0.11,EMERY
NARRA,PF6,1976-05-20,60,-0.22,EMERY
NARRA,PF6,1976-05-20,70,-0.46,EMERY
NARRA,PF6,1976-05-20,80,-0.64,EMERY
NARRA,PF4,1976-05-20,0,9.52,DUNEFILL
NARRA,PF4,1976-05-20,10,7.12,DUNEFILL
NARRA,PF4,1976-05-20,20,5.88,DUNEFILL
NARRA,PF4,1976-05-20,30,3.99,EMERY
NARRA,PF4,1976-05-20,40,2.22,EMERY
NARRA,PF4,1976-05-20,50,2.05,EMERY
NARRA,PF4,1976-05-20,60,2.07,EMERY
NARRA,PF4,1976-05-20,70,0.93,EMERY
NARRA,PF4,1976-05-20,80,-0.14,EMERY
NARRA,PF4,1976-05-20,90,-0.91,EMERY
NARRA,PF4,1976-05-20,100,-1.05,EMERY
NARRA,PF4,1976-05-20,110,-1.48,EMERY
NARRA,PF4,1976-05-20,120,-1.74,EMERY
NARRA,PF2,1976-05-20,0,9.25,DUNEFILL
NARRA,PF2,1976-05-20,10,7.92,DUNEFILL
NARRA,PF2,1976-05-20,20,6.77,EMERY
NARRA,PF2,1976-05-20,30,3.83,EMERY
NARRA,PF2,1976-05-20,40,2.71,EMERY
NARRA,PF2,1976-05-20,50,2.29,EMERY
NARRA,PF2,1976-05-20,60,1.75,EMERY
NARRA,PF2,1976-05-20,70,0.54,EMERY
NARRA,PF2,1976-05-20,80,-0.69,EMERY
NARRA,PF2,1976-05-20,90,-0.68,EMERY
NARRA,PF2,1976-05-20,100,-0.83,EMERY
NARRA,PF2,1976-05-20,110,-0.82,EMERY
NARRA,PF2,1976-05-20,120,-1.24,EMERY
NARRA,PF2,1976-05-20,130,-1.64,EMERY
NARRA,PF2,1976-05-20,140,-1.78,EMERY
NARRA,PF2,1976-05-25,0,9.25,DUNEFILL
NARRA,PF2,1976-05-25,10,7.92,DUNEFILL
NARRA,PF2,1976-05-25,20,6.75,EMERY
NARRA,PF2,1976-05-25,30,3.73,EMERY
NARRA,PF2,1976-05-25,40,2.44,EMERY
NARRA,PF2,1976-05-25,50,2.31,EMERY
NARRA,PF2,1976-05-25,60,1.73,EMERY
NARRA,PF2,1976-05-25,70,0.74,EMERY
NARRA,PF2,1976-05-25,80,-0.56,EMERY
NARRA,PF2,1976-05-25,90,-0.55,EMERY
NARRA,PF2,1976-05-25,100,-0.71,EMERY
NARRA,PF2,1976-05-25,110,-0.9,EMERY
NARRA,PF2,1976-05-25,120,-1.23,EMERY
NARRA,PF2,1976-05-25,130,-1.26,EMERY
NARRA,PF2,1976-05-25,140,-1.88,EMERY
NARRA,PF8,1976-05-25,0,3.42,DUNEFILL
NARRA,PF8,1976-05-25,10,2.36,EMERY
NARRA,PF8,1976-05-25,20,2.03,EMERY
NARRA,PF8,1976-05-25,30,2.22,EMERY
NARRA,PF8,1976-05-25,40,1.21,EMERY
NARRA,PF8,1976-05-25,50,0.07,EMERY
NARRA,PF8,1976-05-25,60,-0.25,EMERY
NARRA,PF8,1976-05-25,70,-0.36,EMERY
NARRA,PF8,1976-05-25,80,-0.78,EMERY
NARRA,PF8,1976-05-25,90,-1.09,EMERY
NARRA,PF1,1976-05-25,0,9.09,DUNEFILL
NARRA,PF1,1976-05-25,10,8.79,DUNEFILL
NARRA,PF1,1976-05-25,20,8.06,DUNEFILL
NARRA,PF1,1976-05-25,30,6.65,DUNEFILL
NARRA,PF1,1976-05-25,40,4.86,DUNEFILL
NARRA,PF1,1976-05-25,50,3.53,DUNEFILL
NARRA,PF1,1976-05-25,60,2.29,EMERY
NARRA,PF1,1976-05-25,70,1.54,EMERY
NARRA,PF1,1976-05-25,80,0.13,EMERY
NARRA,PF1,1976-05-25,90,0.03,EMERY
NARRA,PF1,1976-05-25,100,-0.15,EMERY
NARRA,PF1,1976-05-25,110,-0.17,EMERY
NARRA,PF1,1976-05-25,120,-0.27,EMERY
NARRA,PF1,1976-05-25,130,-0.69,EMERY
NARRA,PF1,1976-05-25,140,-1.06,EMERY
NARRA,PF1,1976-05-25,150,-1.54,EMERY
NARRA,PF6,1976-05-25,0,6.29,DUNEFILL
NARRA,PF6,1976-05-25,10,3.15,EMERY
NARRA,PF6,1976-05-25,20,0.95,EMERY
NARRA,PF6,1976-05-25,30,-0.42,EMERY
NARRA,PF6,1976-05-25,40,-1.05,EMERY
NARRA,PF6,1976-05-25,50,-1.06,EMERY
NARRA,PF6,1976-05-25,60,-1.12,EMERY
NARRA,PF4,1976-05-25,0,9.52,DUNEFILL
NARRA,PF4,1976-05-25,10,7.12,DUNEFILL
NARRA,PF4,1976-05-25,20,5.88,DUNEFILL
NARRA,PF4,1976-05-25,30,3.89,EMERY
NARRA,PF4,1976-05-25,40,2.16,EMERY
NARRA,PF4,1976-05-25,50,1.89,EMERY
NARRA,PF4,1976-05-25,60,1.98,EMERY
NARRA,PF4,1976-05-25,70,0.3,EMERY
NARRA,PF4,1976-05-25,80,-0.5,EMERY
NARRA,PF4,1976-05-25,90,-0.6,EMERY
NARRA,PF4,1976-05-25,100,-0.87,EMERY
NARRA,PF4,1976-05-25,110,-1.32,EMERY
NARRA,PF4,1976-05-25,120,-1.64,EMERY
NARRA,PF4,1976-05-25,130,-2.1,EMERY
NARRA,PF2,1976-06-02,0,9.25,DUNEFILL
NARRA,PF2,1976-06-02,10,7.92,DUNEFILL
NARRA,PF2,1976-06-02,20,7,EMERY
NARRA,PF2,1976-06-02,30,3.75,EMERY
NARRA,PF2,1976-06-02,40,2.57,EMERY
NARRA,PF2,1976-06-02,50,2.43,EMERY
NARRA,PF2,1976-06-02,60,2.22,EMERY
NARRA,PF2,1976-06-02,70,1.77,EMERY
NARRA,PF2,1976-06-02,80,0.64,EMERY
NARRA,PF2,1976-06-02,90,-1.14,EMERY
NARRA,PF2,1976-06-02,100,-1.06,EMERY
NARRA,PF2,1976-06-02,110,-1.12,EMERY
NARRA,PF8,1976-06-02,0,3.42,DUNEFILL
NARRA,PF8,1976-06-02,10,2.36,EMERY
NARRA,PF8,1976-06-02,20,2.04,EMERY
NARRA,PF8,1976-06-02,30,2.12,EMERY
NARRA,PF8,1976-06-02,40,2.27,EMERY
NARRA,PF8,1976-06-02,50,1.4,EMERY
NARRA,PF8,1976-06-02,60,0.41,EMERY
NARRA,PF8,1976-06-02,70,-0.17,EMERY
NARRA,PF8,1976-06-02,80,-0.45,EMERY
NARRA,PF8,1976-06-02,90,-0.63,EMERY
NARRA,PF8,1976-06-02,100,-1.17,EMERY
NARRA,PF8,1976-06-02,110,-1.39,EMERY
NARRA,PF1,1976-06-02,0,9.09,DUNEFILL
NARRA,PF1,1976-06-02,10,8.79,DUNEFILL
NARRA,PF1,1976-06-02,20,8.06,DUNEFILL
NARRA,PF1,1976-06-02,30,6.65,DUNEFILL
NARRA,PF1,1976-06-02,40,4.86,DUNEFILL
NARRA,PF1,1976-06-02,50,3.53,DUNEFILL
NARRA,PF1,1976-06-02,60,2.28,EMERY
NARRA,PF1,1976-06-02,70,1.88,EMERY
NARRA,PF1,1976-06-02,80,1.03,EMERY
NARRA,PF1,1976-06-02,90,0.07,EMERY
NARRA,PF1,1976-06-02,100,-0.47,EMERY
NARRA,PF1,1976-06-02,110,-0.71,EMERY
NARRA,PF1,1976-06-02,120,-0.79,EMERY
NARRA,PF1,1976-06-02,130,-1.33,EMERY
NARRA,PF6,1976-06-02,0,6.29,DUNEFILL
NARRA,PF6,1976-06-02,10,2.55,EMERY
NARRA,PF6,1976-06-02,20,1.2,EMERY
NARRA,PF6,1976-06-02,30,0.1,EMERY
NARRA,PF6,1976-06-02,40,-1,EMERY
NARRA,PF6,1976-06-02,50,-0.92,EMERY
NARRA,PF6,1976-06-02,60,-1.08,EMERY
NARRA,PF6,1976-06-02,70,-1.2,EMERY
NARRA,PF6,1976-06-02,80,-1.72,EMERY
NARRA,PF4,1976-06-02,0,9.52,DUNEFILL
NARRA,PF4,1976-06-02,10,7.12,DUNEFILL
NARRA,PF4,1976-06-02,20,5.88,DUNEFILL
NARRA,PF4,1976-06-02,30,3.85,EMERY
NARRA,PF4,1976-06-02,40,2.12,EMERY
NARRA,PF4,1976-06-02,50,2,EMERY
NARRA,PF4,1976-06-02,60,2.16,EMERY
NARRA,PF4,1976-06-02,70,1.72,EMERY
NARRA,PF4,1976-06-02,80,0.68,EMERY
NARRA,PF4,1976-06-02,90,-0.28,EMERY
NARRA,PF4,1976-06-02,100,-0.88,EMERY
NARRA,PF4,1976-06-02,110,-1.56,EMERY
NARRA,PF4,1976-06-02,120,-1.7,EMERY
NARRA,PF2,1976-06-16,0,9.25,DUNEFILL
NARRA,PF2,1976-06-16,10,7.92,DUNEFILL
NARRA,PF2,1976-06-16,20,7.03,EMERY
NARRA,PF2,1976-06-16,30,3.78,EMERY
NARRA,PF2,1976-06-16,40,2.64,EMERY
NARRA,PF2,1976-06-16,50,2.32,EMERY
NARRA,PF2,1976-06-16,60,2.18,EMERY
NARRA,PF2,1976-06-16,70,0.96,EMERY
NARRA,PF2,1976-06-16,80,-0.64,EMERY
NARRA,PF2,1976-06-16,90,-0.78,EMERY
NARRA,PF2,1976-06-16,100,-0.96,EMERY
NARRA,PF8,1976-06-16,0,3.42,DUNEFILL
NARRA,PF8,1976-06-16,10,2.14,EMERY
NARRA,PF8,1976-06-16,20,2.07,EMERY
NARRA,PF8,1976-06-16,30,2.31,EMERY
NARRA,PF8,1976-06-16,40,2.42,EMERY
NARRA,PF8,1976-06-16,50,1.33,EMERY
NARRA,PF8,1976-06-16,60,0.49,EMERY
NARRA,PF8,1976-06-16,70,-0.27,EMERY
NARRA,PF8,1976-06-16,80,-0.8,EMERY
NARRA,PF8,1976-06-16,90,-1.15,EMERY
NARRA,PF1,1976-06-16,0,9.09,DUNEFILL
NARRA,PF1,1976-06-16,10,8.79,DUNEFILL
NARRA,PF1,1976-06-16,20,8.06,DUNEFILL
NARRA,PF1,1976-06-16,30,6.65,DUNEFILL
NARRA,PF1,1976-06-16,40,4.86,DUNEFILL
NARRA,PF1,1976-06-16,50,3.53,DUNEFILL
NARRA,PF1,1976-06-16,60,2.53,EMERY
NARRA,PF1,1976-06-16,70,0.16,EMERY
NARRA,PF1,1976-06-16,80,0.85,EMERY
NARRA,PF1,1976-06-16,90,0.31,EMERY
NARRA,PF1,1976-06-16,100,-0.23,EMERY
NARRA,PF6,1976-06-16,0,6.29,DUNEFILL
NARRA,PF6,1976-06-16,10,2.71,EMERY
NARRA,PF6,1976-06-16,20,1.56,EMERY
NARRA,PF6,1976-06-16,30,0.62,EMERY
NARRA,PF6,1976-06-16,40,-0.16,EMERY
NARRA,PF6,1976-06-16,50,-0.6,EMERY
NARRA,PF6,1976-06-16,60,-0.74,EMERY
NARRA,PF4,1976-06-16,0,9.52,DUNEFILL
NARRA,PF4,1976-06-16,10,7.12,DUNEFILL
NARRA,PF4,1976-06-16,20,5.88,DUNEFILL
NARRA,PF4,1976-06-16,30,3.92,EMERY
NARRA,PF4,1976-06-16,40,2.56,EMERY
NARRA,PF4,1976-06-16,50,2,EMERY
NARRA,PF4,1976-06-16,60,1.12,EMERY
NARRA,PF4,1976-06-16,70,0.56,EMERY
NARRA,PF4,1976-06-16,80,-1.06,EMERY
NARRA,PF4,1976-06-16,90,-1.56,EMERY
NARRA,PF4,1976-06-16,100,-1.74,EMERY
NARRA,PF4,1976-06-18,0,9.52,DUNEFILL
NARRA,PF4,1976-06-18,10,7.12,DUNEFILL
NARRA,PF4,1976-06-18,20,5.88,DUNEFILL
NARRA,PF4,1976-06-18,30,3.78,EMERY
NARRA,PF4,1976-06-18,40,2.46,EMERY
NARRA,PF4,1976-06-18,50,1.38,EMERY
NARRA,PF4,1976-06-18,60,0.46,EMERY
NARRA,PF4,1976-06-18,70,-0.36,EMERY
NARRA,PF4,1976-06-18,80,-1.06,EMERY
NARRA,PF2,1976-06-18,0,9.25,DUNEFILL
NARRA,PF2,1976-06-18,10,7.92,DUNEFILL
NARRA,PF2,1976-06-18,20,6.8,EMERY
NARRA,PF2,1976-06-18,30,3.8,EMERY
NARRA,PF2,1976-06-18,40,2.74,EMERY
NARRA,PF2,1976-06-18,50,1.88,EMERY
NARRA,PF2,1976-06-18,60,0.97,EMERY
NARRA,PF2,1976-06-18,70,0.09,EMERY
NARRA,PF2,1976-06-18,80,-0.5,EMERY
NARRA,PF2,1976-06-18,90,-0.82,EMERY
NARRA,PF8,1976-06-18,0,3.42,DUNEFILL
NARRA,PF8,1976-06-18,10,2.3,EMERY
NARRA,PF8,1976-06-18,20,1.91,EMERY
NARRA,PF8,1976-06-18,30,1.64,EMERY
NARRA,PF8,1976-06-18,40,1.09,EMERY
NARRA,PF8,1976-06-18,50,0.17,EMERY
NARRA,PF8,1976-06-18,60,-0.41,EMERY
NARRA,PF1,1976-06-18,0,9.09,DUNEFILL
NARRA,PF1,1976-06-18,10,8.79,DUNEFILL
NARRA,PF1,1976-06-18,20,8.07,EMERY
NARRA,PF1,1976-06-18,30,6.73,EMERY
NARRA,PF1,1976-06-18,40,5.07,EMERY
NARRA,PF1,1976-06-18,50,3.65,EMERY
NARRA,PF1,1976-06-18,60,2.25,EMERY
NARRA,PF1,1976-06-18,70,1.13,EMERY
NARRA,PF1,1976-06-18,80,0.17,EMERY
NARRA,PF1,1976-06-18,90,-0.55,EMERY
NARRA,PF6,1976-06-18,0,6.29,DUNEFILL
NARRA,PF6,1976-06-18,10,2.35,EMERY
NARRA,PF6,1976-06-18,20,1.15,EMERY
NARRA,PF6,1976-06-18,30,0.17,EMERY
NARRA,PF6,1976-06-18,40,-0.29,EMERY
NARRA,PF4,1976-06-23,0,9.52,DUNEFILL
NARRA,PF4,1976-06-23,10,7.12,DUNEFILL
NARRA,PF4,1976-06-23,20,5.88,DUNEFILL
NARRA,PF4,1976-06-23,30,3.79,EMERY
NARRA,PF4,1976-06-23,40,2.47,EMERY
NARRA,PF4,1976-06-23,50,1.61,EMERY
NARRA,PF4,1976-06-23,60,0.72,EMERY
NARRA,PF4,1976-06-23,70,-0.08,EMERY
NARRA,PF4,1976-06-23,80,-0.85,EMERY
NARRA,PF4,1976-06-23,90,-1.12,EMERY
NARRA,PF2,1976-06-23,0,9.25,DUNEFILL
NARRA,PF2,1976-06-23,10,7.92,DUNEFILL
NARRA,PF2,1976-06-23,20,6.77,EMERY
NARRA,PF2,1976-06-23,30,3.74,EMERY
NARRA,PF2,1976-06-23,40,2.68,EMERY
NARRA,PF2,1976-06-23,50,1.9,EMERY
NARRA,PF2,1976-06-23,60,1.08,EMERY
NARRA,PF2,1976-06-23,70,0.12,EMERY
NARRA,PF2,1976-06-23,80,-0.8,EMERY
NARRA,PF2,1976-06-23,90,-1.34,EMERY
NARRA,PF2,1976-06-23,100,-1.3,EMERY
NARRA,PF2,1976-06-23,110,-1.62,EMERY
NARRA,PF2,1976-06-23,120,-1.26,EMERY
NARRA,PF2,1976-06-23,130,-1.36,EMERY
NARRA,PF8,1976-06-23,0,3.42,DUNEFILL
NARRA,PF8,1976-06-23,10,2.3,EMERY
NARRA,PF8,1976-06-23,20,1.89,EMERY
NARRA,PF8,1976-06-23,30,1.22,EMERY
NARRA,PF8,1976-06-23,40,0.4,EMERY
NARRA,PF8,1976-06-23,50,-0.51,EMERY
NARRA,PF8,1976-06-23,60,-0.57,EMERY
NARRA,PF8,1976-06-23,70,-0.62,EMERY
NARRA,PF8,1976-06-23,80,-0.94,EMERY
NARRA,PF1,1976-06-23,0,9.09,DUNEFILL
NARRA,PF1,1976-06-23,10,8.79,DUNEFILL
NARRA,PF1,1976-06-23,20,8.07,DUNEFILL
NARRA,PF1,1976-06-23,30,6.73,DUNEFILL
NARRA,PF1,1976-06-23,40,5.07,DUNEFILL
NARRA,PF1,1976-06-23,50,3.65,DUNEFILL
NARRA,PF1,1976-06-23,60,2.32,EMERY
NARRA,PF1,1976-06-23,70,1.45,EMERY
NARRA,PF1,1976-06-23,80,0.53,EMERY
NARRA,PF1,1976-06-23,90,-0.7,EMERY
NARRA,PF1,1976-06-23,100,-1.65,EMERY
NARRA,PF1,1976-06-23,110,-1.68,EMERY
NARRA,PF1,1976-06-23,120,-1.57,EMERY
NARRA,PF1,1976-06-23,130,-1.75,EMERY
NARRA,PF6,1976-06-23,0,6.29,DUNEFILL
NARRA,PF6,1976-06-23,10,2.44,EMERY
NARRA,PF6,1976-06-23,20,1.05,EMERY
NARRA,PF6,1976-06-23,30,-0.1,EMERY
NARRA,PF6,1976-06-23,40,-1,EMERY
NARRA,PF6,1976-06-23,50,-1.15,EMERY
NARRA,PF6,1976-06-28,0,6.29,DUNEFILL
NARRA,PF6,1976-06-28,10,2.53,EMERY
NARRA,PF6,1976-06-28,20,1.35,EMERY
NARRA,PF6,1976-06-28,30,-0.04,EMERY
NARRA,PF6,1976-06-28,40,-1.23,EMERY
NARRA,PF6,1976-06-28,50,-0.65,EMERY
NARRA,PF6,1976-06-28,60,-0.64,EMERY
NARRA,PF6,1976-06-28,70,-0.66,EMERY
NARRA,PF6,1976-06-28,80,-1,EMERY
NARRA,PF6,1976-06-28,90,-1.27,EMERY
NARRA,PF6,1976-06-28,100,-1.54,EMERY
NARRA,PF4,1976-06-28,0,9.52,DUNEFILL
NARRA,PF4,1976-06-28,10,7.12,DUNEFILL
NARRA,PF4,1976-06-28,20,5.92,EMERY
NARRA,PF4,1976-06-28,30,3.77,EMERY
NARRA,PF4,1976-06-28,40,2.62,EMERY
NARRA,PF4,1976-06-28,50,1.57,EMERY
NARRA,PF4,1976-06-28,60,1.4,EMERY
NARRA,PF4,1976-06-28,70,0.21,EMERY
NARRA,PF4,1976-06-28,80,-1.3,EMERY
NARRA,PF4,1976-06-28,90,-1.7,EMERY
NARRA,PF4,1976-06-28,100,-1.79,EMERY
NARRA,PF4,1976-06-28,110,-1.99,EMERY
NARRA,PF4,1976-06-28,120,-2.15,EMERY
NARRA,PF2,1976-06-28,0,9.25,DUNEFILL
NARRA,PF2,1976-06-28,10,7.92,DUNEFILL
NARRA,PF2,1976-06-28,20,6.75,EMERY
